FactID,FechaID,ClienteID,SegmentoID,CiudadID,ComercialID,ProyectoID,Ventas,Costos,Gastos,Utilidad,RentabilidadPorcentaje,MateriaPrima,ManoObra,CostosIndirectos
3315,78,1,4,4,5,25,87338.73,62859.0,25464.33,-984.6,-1.13,37719.39,15098.15,10041.45
3316,1057,10,4,1,1,20,335714.7,152592.45,51253.76,131868.49,39.28,107148.49,33492.53,11951.43
3317,634,9,8,8,3,96,15764.21,5016.23,1183.1,9564.88,60.67,3317.32,543.51,1155.4
3318,155,3,6,8,4,4,56114.64,41035.0,11791.01,3288.63,5.86,22619.4,10252.24,8163.36
3319,194,1,3,4,1,25,1048211.45,429618.64,291371.76,327221.05,31.22,315784.21,87744.88,26089.55
3320,245,7,2,7,4,13,49529.99,37703.39,8831.55,2995.05,6.05,27438.5,4676.73,5588.16
3321,1318,1,5,2,3,22,58558.11,28432.78,12155.4,17969.93,30.69,19224.44,3854.78,5353.56
3322,606,7,5,3,4,94,455019.86,339126.07,31786.62,84107.17,18.48,191703.41,69136.55,78286.1
3323,265,3,4,6,2,77,7135.59,5116.69,1439.17,579.73,8.12,3716.24,1110.14,290.31
3324,338,2,4,7,3,90,45798.97,16003.34,4902.66,24892.97,54.35,10950.35,2174.14,2878.85
3325,42,5,7,7,3,43,103230.21,16042.1,13430.42,73757.69,71.45,11708.34,2222.56,2111.2
3326,939,7,2,5,1,58,43549.04,31707.65,3504.57,8336.82,19.14,22921.52,4631.48,4154.66
3327,496,4,2,4,3,93,255043.98,179683.36,45069.14,30291.48,11.88,132011.65,34086.43,13585.28
3328,1310,3,1,3,3,41,911584.38,347194.14,111859.86,452530.38,49.64,232322.13,43667.45,71204.56
3329,563,5,8,8,1,47,19837.24,17273.94,4760.69,-2197.39,-11.08,10058.18,1997.5,5218.27
3330,1046,1,2,5,2,79,137641.09,96020.12,7915.18,33705.79,24.49,67633.33,19379.7,9007.09
3331,360,5,3,3,5,32,243135.15,81039.79,57720.2,104375.16,42.93,56136.99,17574.67,7328.13
3332,788,10,1,4,3,100,559259.06,384344.77,153296.69,21617.6,3.87,277004.28,67313.92,40026.57
3333,334,8,5,2,5,20,7807285.66,3466222.06,810963.48,3530100.12,45.22,2041856.55,535790.95,888574.56
3334,716,10,4,6,4,84,65514.88,28752.14,15369.07,21393.67,32.65,17103.05,4738.54,6910.56
3335,1408,4,1,7,2,64,87828.51,76763.9,8400.25,2664.36,3.03,57940.95,12148.75,6674.21
3336,513,2,1,8,3,14,360296.64,212651.77,70152.05,77492.82,21.51,153639.82,51886.55,7125.4
3337,522,5,1,6,3,80,1185389.99,890402.05,233308.0,61679.94,5.2,675719.48,191626.53,23056.04
3338,334,8,1,6,5,31,270615.69,103893.6,48059.57,118662.52,43.85,75271.38,13632.2,14990.02
3339,48,4,4,6,2,58,158341.73,114890.65,29729.75,13721.33,8.67,78969.6,18110.03,17811.03
3340,528,8,1,6,5,3,1294254.27,502380.91,57742.43,734130.93,56.72,351892.97,91233.3,59254.64
3341,1291,1,6,8,1,1,247323.51,183886.56,16936.28,46500.67,18.8,138742.3,35296.64,9847.62
3342,223,8,3,7,5,94,127679.88,64163.8,34818.88,28697.2,22.48,43831.93,10922.45,9409.42
3343,63,4,1,4,5,67,179470.47,92554.57,20799.16,66116.74,36.84,64367.08,20502.6,7684.9
3344,764,8,5,1,2,15,195974.23,152130.59,50471.28,-6627.64,-3.38,89146.95,32729.51,30254.13
3345,110,6,7,1,5,53,318096.0,72250.34,73358.62,172487.04,54.22,47613.11,12699.71,11937.52
3346,654,4,7,6,3,4,5286466.62,1432456.39,490950.61,3363059.62,63.62,1023878.77,326835.56,81742.06
3347,368,3,8,7,2,73,356986.49,160362.07,45559.7,151064.72,42.32,98192.39,34103.15,28066.53
3348,396,5,5,5,2,33,379450.45,328231.23,16881.42,34337.8,9.05,195795.99,71156.35,61278.89
3349,143,5,4,1,1,4,417655.85,173074.6,18262.44,226318.81,54.19,107683.58,42136.76,23254.25
3350,307,3,7,4,3,85,456441.12,127266.47,232603.36,96571.29,21.16,77065.59,17813.49,32387.38
3351,271,2,5,7,2,61,2079974.25,909468.32,468876.63,701629.3,33.73,545162.51,127459.46,236846.35
3352,761,8,2,2,4,6,146232.04,92779.16,12630.06,40822.82,27.92,60094.52,21649.35,11035.29
3353,979,6,5,4,1,62,1985530.38,790544.27,318436.6,876549.51,44.15,599867.25,170626.3,20050.72
3354,406,7,4,5,4,86,78425.86,45700.37,11863.31,20862.18,26.6,30464.95,10921.56,4313.86
3355,1104,7,8,7,2,32,76603.46,24259.97,13402.75,38940.74,50.83,14391.54,2655.73,7212.7
3356,1060,3,3,7,4,72,83817.58,24153.04,22850.12,36814.42,43.92,13711.76,4689.64,5751.63
3357,1391,8,3,4,1,65,3098257.35,889302.03,846973.16,1361982.16,43.96,631507.52,108222.94,149571.56
3358,1271,3,3,5,4,97,169616.13,108185.28,46501.42,14929.43,8.8,69026.94,18995.67,20162.68
3359,604,5,3,1,3,97,451641.59,130720.98,113453.87,207466.74,45.94,96605.56,16126.01,17989.41
3360,313,8,8,8,5,39,196474.12,161094.75,12115.09,23264.28,11.84,113038.17,19204.39,28852.19
3361,1192,7,5,2,2,82,122125.58,96236.02,71201.68,-45312.12,-37.1,70554.05,9799.26,15882.72
3362,538,7,4,9,5,79,12674.05,7201.74,3328.29,2144.02,16.92,4411.41,1401.0,1389.34
3363,1280,6,3,9,4,79,216310.49,87184.35,109610.5,19515.64,9.02,61834.85,13413.61,11935.89
3364,306,7,4,6,3,5,317922.32,222867.86,85802.48,9251.98,2.91,136113.04,25803.25,60951.57
3365,332,5,5,5,4,48,1041635.13,822211.63,248526.44,-29102.94,-2.79,629802.39,122037.31,70371.93
3366,485,6,1,8,3,66,133215.0,96275.45,39953.97,-3014.42,-2.26,67042.96,12067.32,17165.17
3367,1361,10,8,7,3,83,230778.83,69480.96,19360.7,141937.17,61.5,43400.43,16762.58,9317.96
3368,1440,2,2,2,5,55,430374.49,368291.78,88781.91,-26699.2,-6.2,225390.05,54507.45,88394.28
3369,41,5,4,3,4,15,762304.92,482537.72,175274.03,104493.17,13.71,286585.48,72425.55,123526.69
3370,58,7,8,9,2,43,300157.58,154281.62,40356.55,105519.41,35.15,109504.07,34864.36,9913.19
3371,842,4,1,1,3,77,549151.47,187011.36,86816.8,275323.31,50.14,112263.78,36871.79,37875.79
3372,1182,3,1,1,4,86,792821.9,638818.7,180082.84,-26079.64,-3.29,438817.18,131932.51,68069.01
3373,391,4,2,2,3,75,194552.05,132009.79,43801.85,18740.41,9.63,80640.3,25794.75,25574.74
3374,627,7,5,2,5,76,387979.82,263033.18,115794.61,9152.03,2.36,184715.8,63635.47,14681.91
3375,1195,7,1,7,1,17,400933.56,338309.05,13215.22,49409.29,12.32,249481.32,44335.44,44492.29
3376,49,4,8,8,1,63,4177808.81,1557028.1,641035.37,1979745.34,47.39,1134989.1,386697.09,35341.9
3377,1257,1,4,8,2,80,182506.51,72487.13,50539.03,59480.35,32.59,52552.87,16283.76,3650.51
3378,745,2,3,5,4,87,224813.56,115927.15,40618.71,68267.7,30.37,68765.22,21834.4,25327.53
3379,140,9,7,2,4,98,1605942.41,522428.88,174155.71,909357.82,56.62,297956.1,104149.2,120323.58
3380,1332,3,8,2,3,93,118379.01,93679.01,8032.19,16667.81,14.08,66583.13,18485.11,8610.78
3381,1296,6,4,8,3,82,13931.06,11877.59,3539.58,-1486.11,-10.67,7538.94,1291.8,3046.85
3382,6,9,8,5,2,98,188887.49,165104.3,40478.53,-16695.34,-8.84,107225.28,21909.75,35969.27
3383,1235,5,1,5,1,91,860071.11,315250.28,72235.46,472585.37,54.95,175646.2,76990.62,62613.46
3384,222,9,7,6,5,60,355927.06,78320.76,14010.07,263596.23,74.06,47752.37,14109.85,16458.54
3385,1456,5,6,3,2,30,55454.68,15687.16,15733.46,24034.06,43.34,8749.44,2459.01,4478.71
3386,607,9,6,5,4,44,69919.39,44112.93,9036.59,16769.87,23.98,33182.31,9453.66,1476.97
3387,53,7,7,9,2,73,64183.1,13107.81,3303.89,47771.4,74.43,7943.09,2342.08,2822.65
3388,176,10,4,7,4,88,181654.78,110663.16,22444.48,48547.14,26.72,75050.38,11284.81,24327.97
3389,661,10,6,7,1,13,76190.9,49968.19,22762.96,3459.75,4.54,27930.48,10515.09,11522.62
3390,1060,3,5,9,5,59,196828.28,137422.45,48750.12,10655.71,5.41,96659.5,28835.71,11927.23
3391,368,7,6,1,3,20,804989.51,261241.19,153724.32,390024.0,48.45,163091.91,32595.67,65553.62
3392,1172,5,1,1,3,64,973314.31,348407.08,76485.67,548421.56,56.35,263570.3,84836.78,0.0
3393,1261,5,3,8,4,98,306540.03,131363.44,9735.4,165441.19,53.97,99083.13,17548.35,14731.96
3394,598,9,2,7,3,83,54136.55,43724.21,10825.06,-412.72,-0.76,27319.62,7374.63,9029.96
3395,1424,7,2,7,4,85,221295.78,165554.37,54528.73,1212.68,0.55,125361.25,19404.69,20788.43
3396,1426,9,7,4,3,84,717847.61,156585.41,192206.35,369055.85,51.41,121998.24,29828.32,4758.85
3397,1185,10,7,5,1,76,446250.69,152401.32,27205.27,266644.1,59.75,112753.45,23823.02,15824.85
3398,1052,10,5,9,4,22,1026239.02,587558.37,776895.45,-338214.8,-32.96,437331.69,89882.34,60344.34
3399,617,9,6,7,1,75,31164.11,12408.65,6087.57,12667.89,40.65,7535.43,2780.11,2093.11
3400,916,9,4,6,4,26,599347.4,188964.57,118601.2,291781.63,48.68,128995.07,19167.48,40802.02
3401,585,10,5,1,3,52,2270632.28,600612.18,389591.32,-1280428.78,-56.39,339627.48,131949.7,129034.99
3402,470,7,5,5,3,4,2989051.24,2412593.94,758162.21,-181704.91,-6.08,1379596.31,448060.4,584937.24
3403,1192,7,5,2,2,44,1303853.08,617939.95,370434.73,315478.4,24.2,464743.51,153196.44,0.0
3404,452,9,4,4,1,22,299493.06,200212.36,16322.69,82958.01,27.7,125158.16,37723.31,37330.89
3405,1418,10,1,1,4,40,1990266.65,1266795.96,95740.29,627730.4,31.54,914730.94,137202.71,214862.31
3406,1107,4,3,8,4,32,165125.66,56375.66,19489.4,89260.6,54.06,41466.16,6065.84,8843.66
3407,1205,1,7,1,3,63,7575772.54,2162691.6,689214.01,4723866.93,62.35,1616277.52,502767.29,43646.79
3408,344,10,6,8,4,98,97892.81,60797.65,13943.77,23151.39,23.65,47046.31,13751.34,0.0
3409,959,6,4,4,4,70,214876.6,145992.94,50712.78,18170.88,8.46,88405.18,22173.92,35413.84
3410,1076,8,2,6,2,12,19300.42,12497.18,643.92,6159.32,31.91,6989.43,2408.27,3099.48
3411,710,7,7,3,3,18,498344.43,125317.34,91359.29,281667.8,56.52,80776.31,21734.88,22806.16
3412,720,5,2,3,2,36,160632.28,112560.5,44643.47,3428.31,2.13,65275.92,27585.72,19698.86
3413,1295,8,5,9,2,42,998360.76,703445.1,225782.2,69133.46,6.92,390523.14,170581.31,142340.65
3414,412,2,5,8,1,30,629352.95,175896.99,73666.82,379789.14,60.35,111324.88,43547.85,21024.26
3415,870,3,7,8,4,34,140370.16,21822.33,8048.14,110499.69,78.72,15935.97,5018.42,867.94
3416,44,4,1,4,3,35,92108.04,60939.21,3307.43,27861.4,30.25,41452.16,14408.02,5079.02
3417,1384,9,2,3,2,78,818393.84,724210.71,30725.69,63457.44,7.75,450414.84,96024.41,177771.46
3418,449,9,8,6,5,87,44267.64,21607.07,5009.5,17651.07,39.87,15135.72,4854.05,1617.3
3419,903,9,3,8,2,29,600336.18,399062.49,53747.62,147526.07,24.57,240780.01,82337.99,75944.49
3420,619,5,5,2,1,71,210659.42,166806.32,48863.74,-5010.64,-2.38,92295.23,40770.46,33740.63
3421,865,1,2,5,3,13,17064.59,14016.13,2201.19,847.27,4.97,10172.93,2602.65,1240.56
3422,1383,1,5,5,1,79,3562170.25,2139865.08,623085.76,799219.41,22.44,1483912.78,241323.44,414628.85
3423,48,5,8,3,2,66,103429.16,55879.37,13115.54,34434.25,33.29,40530.96,10595.28,4753.13
3424,306,9,1,6,4,97,496895.26,128017.17,110025.97,258852.12,52.09,71555.93,25985.84,30475.4
3425,1426,9,3,7,5,67,96430.01,71705.76,23017.93,1706.32,1.77,53244.22,9540.32,8921.22
3426,29,6,5,6,1,5,257554.41,79455.48,69275.58,108823.35,42.25,55022.21,12642.72,11790.55
3427,785,6,6,2,2,21,495779.35,337707.43,98717.31,59354.61,11.97,229499.53,64088.6,44119.3
3428,1393,6,8,5,4,49,179411.62,136120.62,31374.18,11916.82,6.64,94421.6,21250.59,20448.44
3429,741,7,5,3,1,92,168634.51,144598.52,5115.96,18920.03,11.22,108278.21,22592.38,13727.92
3430,910,10,2,5,1,29,488290.79,303949.17,80960.5,103381.12,21.17,208203.78,36462.65,59282.73
3431,386,8,8,4,3,42,213339.54,68321.91,59782.94,85234.69,39.95,46706.13,16473.23,5142.55
3432,541,8,5,4,3,70,434220.28,295544.05,76223.57,62452.66,14.38,229890.77,62825.03,2828.25
3433,1246,6,7,1,4,47,276255.86,80700.8,32494.07,163060.99,59.03,58431.25,8085.13,14184.42
3434,860,5,5,8,1,9,271323.78,89636.82,52607.71,129079.25,47.57,58418.79,19257.75,11960.28
3435,455,10,1,6,2,19,74980.48,59382.67,8460.89,7136.92,9.52,42322.11,12527.92,4532.65
3436,1017,9,2,9,5,70,24906.74,22225.44,3409.59,-728.29,-2.92,14213.68,2254.99,5756.77
3437,1052,8,5,9,5,94,94341.71,26173.17,21753.4,46415.14,49.2,15773.03,4068.37,6331.76
3438,984,5,1,2,3,84,3556699.07,1299389.89,456702.47,1800606.71,50.63,893039.4,248199.26,158151.23
3439,358,9,8,5,1,33,278075.17,205540.42,75960.35,-3425.6,-1.23,156926.39,34512.83,14101.21
3440,719,4,4,2,3,6,88550.96,43135.41,15318.57,-30096.98,-33.99,32942.6,9347.35,845.45
3441,766,4,2,9,3,31,30070.37,19359.02,4157.81,6553.54,21.79,12169.82,3171.37,4017.83
3442,985,8,7,7,5,76,258941.28,104618.64,51979.07,102343.57,39.52,70237.38,12876.4,21504.86
3443,349,10,5,2,5,40,351103.72,197669.75,39698.13,113735.84,32.39,118340.19,48718.15,30611.41
3444,1323,5,4,2,4,77,302112.02,157604.53,40348.81,104158.68,34.48,122773.17,21482.44,13348.92
3445,489,6,5,8,5,25,1230705.28,616453.61,73694.23,-540557.44,-43.92,478156.63,128008.96,10288.02
3446,449,1,2,7,3,10,133224.33,103404.51,22184.82,7635.0,5.73,72319.78,12560.9,18523.83
3447,148,5,3,1,1,100,514322.45,367896.98,147117.07,-691.6,-0.13,270409.88,54946.11,42540.99
3448,1427,10,1,4,3,74,692058.83,481616.95,75833.08,134608.8,19.45,344102.32,80094.89,57419.73
3449,1100,6,8,5,4,47,922967.49,350686.76,634361.35,-62080.62,-6.73,240720.65,45180.66,64785.45
3450,131,1,7,5,3,39,4422471.41,1120780.05,839035.84,2462655.52,55.69,630181.04,187723.86,302875.14
3451,1193,1,8,8,5,46,229341.8,143272.95,15527.59,70541.26,30.76,93785.87,17704.87,31782.21
3452,609,7,3,6,2,74,56078.84,40370.13,15854.94,-146.23,-0.26,28469.05,7422.09,4478.99
3453,233,3,8,9,5,14,749218.0,378904.43,138567.99,231745.58,30.93,267442.97,75613.03,35848.43
3454,248,2,8,2,4,98,291137.3,141859.65,35484.11,113793.54,39.09,90196.95,15514.5,36148.2
3455,44,10,6,9,4,4,10267.3,6918.63,1979.84,1368.83,13.33,5303.75,1595.92,18.96
3456,809,2,2,7,3,30,196470.12,115242.55,23649.53,57578.04,29.31,67819.33,14724.67,32698.55
3457,338,10,8,7,2,96,55608.29,37640.77,4508.5,13459.02,24.2,25034.22,5036.5,7570.05
3458,400,9,7,7,2,76,53392.87,18507.67,15217.74,19667.46,36.84,13120.15,3686.77,1700.75
3459,52,5,2,9,5,10,87661.82,57930.28,20464.52,9267.02,10.57,41150.27,9866.26,6913.75
3460,916,3,3,3,2,96,198497.96,63880.54,15674.58,118942.84,59.92,44664.44,11173.3,8042.8
3461,543,6,6,5,5,43,995487.06,347793.66,289056.59,358636.81,36.03,213307.52,41465.09,93021.05
3462,829,2,1,8,3,77,2623254.4,1625553.58,152556.82,845144.0,32.22,952456.56,359020.37,314076.65
3463,127,2,7,1,5,67,1856463.05,415223.07,193582.84,1247657.14,67.21,289105.82,79954.58,46162.67
3464,386,6,4,5,2,75,36628.62,11099.85,8089.82,17438.95,47.61,7634.92,1335.39,2129.54
3465,233,8,2,7,4,93,79905.1,46326.8,2571.22,31007.08,38.8,27390.81,7231.61,11704.38
3466,363,1,1,3,3,74,289588.47,97592.09,7099.7,-184896.68,-63.85,69503.33,21622.65,6466.11
3467,287,10,4,3,1,86,750870.2,556035.07,220471.51,-25636.38,-3.41,364030.35,103007.31,88997.41
3468,1192,5,3,5,3,98,1269923.97,725586.79,290845.77,253491.41,19.96,510511.94,84383.8,130691.06
3469,1293,1,4,1,2,12,859894.23,418628.02,27419.4,413846.81,48.13,310870.84,65271.04,42486.15
3470,65,8,5,2,2,50,203758.11,130307.9,9241.25,64208.96,31.51,76756.24,17774.54,35777.12
3471,1081,2,7,9,3,84,897863.42,320160.88,70874.06,506828.48,56.45,177498.25,56866.92,85795.7
3472,450,10,3,9,2,66,451943.88,169028.54,18363.13,264552.21,58.54,123254.53,38285.67,7488.34
3473,1282,4,5,5,3,71,328840.21,225257.33,31788.69,71794.19,21.83,155479.46,37266.59,32511.28
3474,268,7,4,9,3,67,24837.57,7884.83,6924.36,10028.38,40.38,5605.46,1301.01,978.36
3475,814,4,4,9,4,39,141642.88,105800.45,41138.84,-5296.41,-3.74,78586.0,24948.02,2266.43
3476,1421,1,3,6,1,85,89596.14,44937.45,8856.43,35802.26,39.96,33013.14,8377.59,3546.72
3477,97,5,2,1,5,1,652787.45,397691.2,113658.88,141437.37,21.67,306624.54,73544.5,17522.16
3478,1147,9,1,2,3,69,621052.12,354949.57,78735.27,187367.28,30.17,238975.15,49439.68,66534.75
3479,1314,1,6,3,3,83,231396.0,123921.61,57550.6,49923.79,21.58,82079.97,23688.66,18152.98
3480,1274,6,3,8,4,69,62190.81,43581.78,11120.77,7488.26,12.04,27998.42,8123.06,7460.3
3481,754,4,6,1,2,88,146237.46,108087.08,14863.83,23286.55,15.92,63268.66,17242.89,27575.54
3482,1019,8,5,8,5,42,55051.54,27276.79,12311.64,15463.11,28.09,18594.58,6781.13,1901.08
3483,1387,10,5,6,3,86,204886.58,119957.02,44895.12,40034.44,19.54,73619.17,27864.05,18473.8
3484,970,8,5,8,4,66,861858.15,698264.79,156198.82,7394.54,0.86,532008.45,148337.94,17918.4
3485,681,4,2,2,1,89,239710.8,170844.13,32240.27,36626.4,15.28,116880.26,30854.76,23109.11
3486,931,5,3,3,5,19,221706.32,173674.69,44167.28,3864.35,1.74,119202.19,29404.68,25067.82
3487,22,9,2,8,4,34,9470.52,7765.36,1340.92,-364.24,-3.85,4904.86,991.91,1868.6
3488,971,2,2,9,2,59,581089.98,345207.49,142743.11,93139.38,16.03,193991.96,50352.18,100863.36
3489,1427,9,4,1,5,35,392186.72,200321.34,11291.93,180573.45,46.04,111639.3,43288.26,45393.78
3490,767,6,2,8,1,85,322104.36,244731.87,58610.6,18761.89,5.82,158431.36,41130.21,45170.3
3491,952,10,3,3,5,8,229035.87,87719.53,23307.35,118008.99,51.52,49951.89,20380.79,17386.85
3492,327,9,7,6,2,70,109077.42,25377.12,23207.92,60492.38,55.46,17499.42,3100.75,4776.95
3493,974,10,3,6,2,74,244566.17,158107.85,56648.39,29809.93,12.19,118995.73,27866.83,11245.29
3494,586,7,2,9,2,31,53219.63,46726.31,30857.64,-24364.32,-45.78,35188.2,9207.18,2330.93
3495,605,4,7,9,1,9,196062.33,57674.17,45602.75,92785.41,47.32,40463.07,10238.74,6972.36
3496,161,9,2,1,3,95,80796263.5,60192875.71,10506133.54,10097254.25,12.5,36030451.46,14048056.14,10114368.12
3497,180,2,5,8,2,16,413300.28,173219.4,15746.52,224334.36,54.28,129652.86,43033.67,532.86
3498,127,1,5,6,3,66,27795.58,10110.31,7975.56,9709.71,34.93,7621.17,1186.7,1302.44
3499,514,1,8,5,1,74,309630.09,203640.39,30755.58,75234.12,24.3,121212.94,24333.65,58093.81
3500,340,5,4,9,5,98,5835.11,2022.01,598.63,3214.47,55.09,1455.05,241.73,325.23
3501,1236,4,2,2,3,36,324068.48,262779.83,48898.14,12390.51,3.82,161845.96,53127.92,47805.94
3502,1458,9,8,8,4,23,288814.53,115771.85,8450.3,164592.38,56.99,85046.84,18049.0,12676.01
3503,38,5,7,8,2,93,400889.64,165034.09,70266.18,165589.37,41.31,128621.75,34656.7,1755.65
3504,905,7,2,9,4,49,148649.67,102046.31,4544.58,42058.78,28.29,56830.2,16411.16,28804.95
3505,144,10,5,2,4,25,603994.01,370173.5,46046.7,187773.81,31.09,279997.07,71865.86,18310.57
3506,88,7,8,5,4,71,172919.53,54557.85,11624.04,106737.64,61.73,37819.78,11756.05,4982.02
3507,736,2,1,8,3,82,51895.78,25853.28,6127.42,19915.08,38.38,20007.28,4711.3,1134.69
3508,808,8,6,1,1,18,692622.36,392938.92,67564.35,232119.09,33.51,258142.08,71092.69,63704.15
3509,1244,5,3,1,3,73,238741.04,155930.14,66227.73,16583.17,6.95,116152.24,17656.77,22121.13
3510,710,10,8,9,4,87,288529.34,126231.95,22341.24,139956.15,48.51,71239.08,20401.26,34591.61
3511,596,3,7,8,4,29,1576766.48,549484.92,221244.35,806037.21,51.12,344589.79,99932.94,104962.19
3512,972,9,8,9,1,58,26519.64,7320.24,5274.99,13924.41,52.51,4138.96,1239.3,1941.98
3513,1349,1,7,1,3,36,1762644.79,295517.7,368731.97,-1098395.12,-62.32,226036.38,69481.32,0.0
3514,843,10,5,9,4,30,287687.12,109919.57,6943.0,170824.55,59.38,81110.09,25938.78,2870.7
3515,818,10,2,1,1,64,9964151.58,7360759.49,2939124.26,-335732.17,-3.37,5491758.92,1643566.37,225434.2
3516,112,6,4,8,4,88,38445.14,19423.0,8178.39,10843.75,28.21,14872.81,3035.71,1514.48
3517,1396,6,7,7,5,6,130079.67,36284.37,7949.99,85845.31,65.99,20666.63,7532.45,8085.29
3518,97,8,8,4,4,73,457774.14,355652.5,62886.45,39235.19,8.57,227150.79,56653.05,71848.66
3519,577,9,2,3,2,13,647189.6,495989.11,30762.04,120438.45,18.61,280897.49,66903.49,148188.12
3520,734,10,1,7,3,95,953221.06,792276.01,23613.56,137331.49,14.41,474163.26,119978.63,198134.12
3521,1364,7,4,6,5,49,14430.24,4202.54,2313.11,7914.59,54.85,2533.1,464.99,1204.45
3522,243,5,1,7,1,58,135935.67,46358.57,15117.83,74459.27,54.78,30499.06,6942.97,8916.55
3523,436,1,6,7,5,27,47917.04,15494.65,10898.36,21524.03,44.92,9479.15,2620.32,3395.18
3524,825,10,4,1,4,69,3712132.08,1198694.14,180539.41,2332898.53,62.85,687121.41,291668.82,219903.92
3525,993,2,4,9,5,64,170273.78,138718.11,29157.7,2397.97,1.41,81638.79,20393.17,36686.15
3526,428,3,7,9,1,69,152382.89,44245.69,25502.33,82634.87,54.23,25833.88,10414.02,7997.79
3527,1331,7,2,3,1,62,42241.58,33419.65,8327.83,494.1,1.17,25860.38,4489.22,3070.05
3528,997,4,3,8,1,60,167100.21,141609.89,20186.83,5303.49,3.17,102615.81,18217.45,20776.63
3529,1437,4,4,8,2,45,14531.14,6883.06,2040.8,5607.28,38.59,5317.75,1224.15,341.16
3530,819,1,2,3,1,42,73645.88,53059.25,5081.44,15505.19,21.05,34549.02,10658.37,7851.87
3531,1170,7,8,8,1,73,22739.27,10058.69,2500.47,10180.11,44.77,6176.28,1072.76,2809.65
3532,663,5,1,1,3,59,80396.2,26102.38,3557.34,50736.48,63.11,19148.9,3475.79,3477.69
3533,529,3,6,3,1,49,161554.14,120324.13,21665.66,19564.35,12.11,75207.2,20256.87,24860.05
3534,1041,10,5,1,1,47,92667960.68,66386490.99,19435812.03,6845657.66,7.39,41083822.72,9934781.55,15367886.71
3535,1139,6,1,2,1,52,152592.91,130639.25,37277.99,-15324.33,-10.04,78837.7,27028.37,24773.18
3536,875,3,6,8,5,50,19834.28,6037.18,3774.05,10023.05,50.53,3500.51,1066.61,1470.05
3537,348,4,8,8,1,6,391594.82,323435.92,153508.36,-85349.46,-21.8,196968.11,40123.48,86344.33
3538,678,7,7,7,1,45,94517.47,26207.28,23228.83,45081.36,47.7,16555.76,6136.95,3514.57
3539,309,2,6,1,2,83,191828.13,67002.57,12299.33,112526.23,58.66,47238.06,9644.07,10120.44
3540,1414,6,2,9,1,69,152804.75,112957.59,35880.9,3966.26,2.6,63752.12,23683.78,25521.69
3541,74,1,2,4,5,92,135136.12,96505.8,20266.97,18363.35,13.59,57750.67,20940.54,17814.59
3542,490,7,8,8,1,28,1036470.23,513479.65,207921.74,315068.84,30.4,377959.76,125532.25,9987.65
3543,365,2,4,9,2,41,131439.76,106587.1,3694.77,-21157.89,-16.1,62224.7,18628.88,25733.52
3544,505,10,8,5,1,68,283238.88,246922.87,61532.19,-25216.18,-8.9,155267.17,47501.87,44153.83
3545,626,9,2,3,4,62,175735.79,141668.26,14417.07,19650.46,11.18,106091.33,21283.03,14293.9
3546,119,9,3,7,4,82,340778.29,124809.72,57158.28,158810.29,46.6,73092.67,25177.48,26539.57
3547,477,2,2,3,4,51,150939.15,90885.83,30028.87,30024.45,19.89,51716.72,15405.83,23763.28
3548,604,2,3,2,3,100,168770.89,54309.37,12983.04,101478.48,60.13,35922.59,8996.23,9390.55
3549,84,6,8,6,3,44,158578.1,53823.31,16406.93,88347.86,55.71,33346.58,12288.95,8187.78
3550,625,10,2,2,1,63,89472.33,70733.29,33797.62,-15058.58,-16.83,48069.21,7605.62,15058.46
3551,48,7,3,9,3,95,190377.66,86841.5,8037.23,95498.93,50.16,63817.66,20172.79,2851.05
3552,12,8,4,7,5,90,504619.58,277372.79,139689.63,87557.16,17.35,161304.52,63188.43,52879.84
3553,1379,4,6,5,3,11,87051.16,62379.15,6462.21,18209.8,20.92,42639.94,10975.92,8763.29
3554,622,2,8,2,1,99,370989.48,206361.74,34948.43,129679.31,34.95,137492.02,35810.04,33059.68
3555,776,5,8,7,2,65,3481367.7,2519924.82,1541937.25,-580494.37,-16.67,1469464.22,388751.59,661709.01
3556,653,2,8,1,3,86,96369.58,26065.57,28592.75,41711.26,43.28,18076.99,6493.61,1494.97
3557,381,1,7,9,2,52,169252.44,61460.2,28143.53,79648.71,47.06,37671.25,7170.89,16618.06
3558,1095,5,8,2,3,70,2348571.31,1520276.67,594567.25,233727.39,9.95,1006730.09,286621.23,226925.35
3559,219,6,8,4,2,97,147456.73,46643.15,8356.15,92457.43,62.7,26536.34,9433.68,10673.12
3560,877,4,1,9,4,73,6607.41,2353.82,1406.59,2847.0,43.09,1543.41,565.27,245.14
3561,878,2,3,3,5,13,150945.4,127138.71,12192.29,11614.4,7.69,78887.87,27592.98,20657.86
3562,966,6,2,6,4,25,184182.84,149588.48,50794.17,-16199.81,-8.8,110567.98,29405.67,9614.84
3563,71,1,4,2,5,7,500692.95,160682.6,110798.53,229211.82,45.78,90481.19,18883.72,51317.69
3564,894,7,6,7,4,52,126978.96,87974.11,5596.36,33408.49,26.31,56855.88,13729.24,17388.99
3565,1263,8,7,5,5,41,45959.12,15660.06,10701.91,19597.15,42.64,10264.22,1892.15,3503.7
3566,845,6,2,6,5,33,417308.9,323127.25,39709.39,54472.26,13.05,231601.91,75024.3,16501.04
3567,800,3,2,8,1,97,1613316.71,1162101.45,400328.35,50886.91,3.15,792653.29,246880.52,122567.64
